SNOMED code	SNOMED descriptor	ICD-O code	topography	filter_code
286500002	Entire inferior phrenic vein	C49.3	top	0_0_0_8_3
286592004	Entire skin of interscapular region	C44.5	top	0_0_0_5_5
286596001	Entire superior epigastric vein	C49.3	top	0_0_0_8_3
286601005	Entire skin of lower back	C44.5	top	0_0_0_5_5
286634007	Parotid salivary apparatus	C08.9	top	0_0_0_0_8_3
286690001	Entire subcutaneous vein of abdomen	C49.4	top	0_0_0_8_4
286793006	Entire iliolumbar vein	C49.5	top	0_0_0_8_5
286872000	Entire inferior epigastric vein	C49.5	top	0_0_0_8_5
286971006	Entire superficial epigastric vein	C49.4	top	0_0_0_8_4
287072008	Entire fetal abdomen contents	C76.2	top	0_0_0_15_2
287274001	Entire skin of coccygeal region	C44.5	top	0_0_0_5_5
287283006	Heart internal mammary artery implant	C49.9	top	0_0_0_8_8
287377005	Entire subcutaneous tissue of coccygeal region	C49.5	top	0_0_0_8_5
287477006	Entire coccygeal nerve	C47.5	top	0_0_0_6_5
287579007	Right hip	C76.5	top	0_0_0_15_5
287679003	Left hip	C76.5	top	0_0_0_15_5
287781007	Entire subcutaneous tissue of buttock	C49.5	top	0_0_0_8_5
287877003	Entire subcutaneous tissue of gluteal fold	C49.5	top	0_0_0_8_5
287975007	Entire obturator internus muscle ischial bursa	C49.2	top	0_0_0_8_2
288075007	Entire gluteus maximus muscle ischial bursa	C49.5	top	0_0_0_8_5
288175005	Entire soft tissue of hip	C76.5	top	0_0_0_15_5
288277005	Entire subcutaneous tissue of hip	C49.2	top	0_0_0_8_2
288322003	Sweat gland bearing skin of male perineum	C44.5	top	0_0_0_5_5
288323008	Entire alveolus dentalis	C03.9	top	0_0_0_0_3_2
288377007	Entire skin of gluteal fold	C44.5	top	0_0_0_5_5
288465003	Entire retropubic space	C49.5	top	0_0_0_8_5
288476004	Entire intermuscular bursae of gluteus muscles	C49.5	top	0_0_0_8_5
288481008	First intercostal nerve	C47.3	top	0_0_0_6_3
288482001	Second intercostal nerve	C47.3	top	0_0_0_6_3
288483006	Third intercostal nerve	C47.3	top	0_0_0_6_3
288484000	Fourth intercostal nerve	C47.3	top	0_0_0_6_3
288485004	Fifth intercostal nerve	C47.3	top	0_0_0_6_3
288486003	Sixth intercostal nerve	C47.3	top	0_0_0_6_3
288487007	Seventh intercostal nerve	C47.3	top	0_0_0_6_3
288488002	Eighth intercostal nerve	C47.3	top	0_0_0_6_3
288489005	Ninth intercostal nerve	C47.3	top	0_0_0_6_3
288490001	Tenth intercostal nerve	C47.3	top	0_0_0_6_3
288491002	Eleventh intercostal nerve	C47.3	top	0_0_0_6_3
288492009	Subcostal nerve	C47.3	top	0_0_0_6_3
288494005	Surface region of upper back	C76.1	top	0_0_0_15_1
288536007	Buccal-incisal	C26.9	top	0_0_0_1_11_2
288537003	Incisal-lingual	C26.9	top	0_0_0_1_11_2
288538008	Incisal-palatal	C26.9	top	0_0_0_1_11_2
288539000	Buccal-incisal-lingual	C26.9	top	0_0_0_1_11_2
288540003	Buccal-incisal-palatal	C26.9	top	0_0_0_1_11_2
288571007	Entire superior clunic nerves	C47.6	top	0_0_0_6_6
288671002	Entire gluteus maximus muscle trochanteric bursa	C49.2	top	0_0_0_8_2
288774002	Entire superficial portion of gluteus medius muscle trochanteric bursa	C49.2	top	0_0_0_8_2
288872006	Entire deep portion of gluteus medius muscle trochanteric bursa	C49.2	top	0_0_0_8_2
288973002	Entire gluteus medius muscle trochanteric bursa	C49.2	top	0_0_0_8_2
289075000	Gluteus minimus muscle trochanteric bursa	C49.2	top	0_0_0_8_2
289175002	Entire piriformis muscle bursa	C49.2	top	0_0_0_8_2
289268009	Entire subtendinous bursa of obturator internus muscle	C49.2	top	0_0_0_8_2
289364009	Entire subtendinous iliac bursa	C49.5	top	0_0_0_8_5
289465009	Subiliac bursa	C49.5	top	0_0_0_8_5
289565006	Sacral bursa	C49.5	top	0_0_0_8_5
289666003	Entire acetabular fossa	C41.4	top	0_0_0_3_1_4
289767000	Entire acetabular notch	C41.4	top	0_0_0_3_1_4
289865002	Entire roof of acetabulum	C41.4	top	0_0_0_3_1_4
289911001	Mesiobuccal surface of tooth root	C26.9	top	0_0_0_1_11_2
289912008	Distobuccal surface of tooth root	C26.9	top	0_0_0_1_11_2
289913003	Mesiopalatal surface of tooth root	C26.9	top	0_0_0_1_11_2
289914009	Distopalatal surface of tooth root	C26.9	top	0_0_0_1_11_2
289957004	Entire lunar surface of acetabulum	C41.4	top	0_0_0_3_1_4
289959001	Musculoskeletal structure of spine	C76.7	top	0_0_0_15_6
289960006	Musculoskeletal structure of thorax	C76.1	top	0_0_0_15_1
290027001	Entire articular surface of acetabulum	C41.4	top	0_0_0_3_1_4
290029003	Entire phalanx	C41.9	top	0_0_0_3_1_6
290099006	Entire zona orbicularis of hip joint	C49.2	top	0_0_0_8_2
290195003	Entire sciatic artery	C49.5	top	0_0_0_8_5
290296008	Entire subcutaneous tissue of pelvis	C49.5	top	0_0_0_8_5
290600004	Entire skin of sacrococcygeal region	C44.5	top	0_0_0_5_5
290704002	Entire subcutaneous tissue of sacrococcygeal region	C49.5	top	0_0_0_8_5
290806007	Entire ligament of sacroiliac joint and pubic symphysis	C49.5	top	0_0_0_8_5
290907004	Entire interpubic disc	C41.3	top	0_0_0_3_1_3
291008000	Entire arch of sacral vertebra	C41.4	top	0_0_0_3_1_4
291109005	Entire sacral promontory	C41.4	top	0_0_0_3_1_4
291210009	Entire hiatus of sacrum	C41.4	top	0_0_0_3_1_4
291311006	Entire superior articular facet of sacrum	C41.4	top	0_0_0_3_1_4
291410006	Entire sacral tuberosity	C41.4	top	0_0_0_3_1_4
291511007	Entire pelvic aspect of sacrum	C41.4	top	0_0_0_3_1_4
291612007	Entire dorsal foramina of sacrum	C41.4	top	0_0_0_3_1_4
291715000	Entire pelvic foramina of sacrum	C41.4	top	0_0_0_3_1_4
291816008	Muscle of hip	C49.6	top	0_0_0_8_6
291816008	Muscle of hip	C49.2	top	0_0_0_8_2
291917003	Entire arch of coccygeal vertebra	C41.4	top	0_0_0_3_1_4
292016007	Entire body of coccygeal vertebra	C41.4	top	0_0_0_3_1_4
292117000	Entire horn of coccyx	C41.4	top	0_0_0_3_1_4
292219008	Entire apex of coccyx	C41.4	top	0_0_0_3_1_4
292321001	Entire joint of coccygeal vertebra	C41.4	top	0_0_0_3_1_4
292422007	Entire sacral articulating facet of ilium	C41.4	top	0_0_0_3_1_4
292524005	Entire body of ilium	C41.4	top	0_0_0_3_1_4
292625002	Entire superior ischial ramus	C41.4	top	0_0_0_3_1_4
292728005	Entire greater sciatic notch	C41.4	top	0_0_0_3_1_4
292830001	Entire lesser sciatic notch	C41.4	top	0_0_0_3_1_4
292931001	Entire symphysial surface of pubis	C41.4	top	0_0_0_3_1_4
293033006	Entire pubic crest	C41.4	top	0_0_0_3_1_4
293134003	Entire iliopubic eminence	C41.4	top	0_0_0_3_1_4
293235005	Entire linea terminalis of pelvis	C41.4	top	0_0_0_3_1_4
293338009	Entire artery of the bulb of the penis	C49.5	top	0_0_0_8_5
293439002	Entire anterior scrotal branch of external pudendal artery	C49.2	top	0_0_0_8_2
293541004	Entire artery of the bulb of the vaginal vestibule	C49.5	top	0_0_0_8_5
293642003	Entire anterior labial branch of external pudendal artery	C49.2	top	0_0_0_8_2
293744005	Superficial external pudendal artery	C49.2	top	0_0_0_8_2
293846002	Deep external pudendal artery	C49.2	top	0_0_0_8_2
293947007	Iliolumbar artery	C49.5	top	0_0_0_8_5
294049004	Gluteal artery	C49.5	top	0_0_0_8_5
294150001	Urethral artery	C49.5	top	0_0_0_8_5
294251005	Penile or clitoridal artery	C49.5	top	0_0_0_8_5
294353006	Entire posterior scrotal vein	C49.5	top	0_0_0_8_5
294454004	Entire anterior scrotal vein	C49.5	top	0_0_0_8_5
294553007	Entire uterine venous plexus	C49.5	top	0_0_0_8_5
294653003	Entire vaginal venous plexus	C49.5	top	0_0_0_8_5
294756001	Median sacral vein	C49.5	top	0_0_0_8_5
294858005	Deep circumflex iliac vein	C49.5	top	0_0_0_8_5
294959001	Sacral venous plexus	C49.9	top	0_0_0_8_8
295061002	Vesical vein	C49.5	top	0_0_0_8_5
295162007	Vesical venous plexus	C49.9	top	0_0_0_8_8
295263009	Superior gluteal vein	C49.5	top	0_0_0_8_5
295366003	Inferior gluteal vein	C49.5	top	0_0_0_8_5
295467008	Lateral sacral vein	C49.5	top	0_0_0_8_5
295569009	Obturator vein	C49.5	top	0_0_0_8_5
295670003	Internal pudendal vein	C49.5	top	0_0_0_8_5
295876006	External pudendal vein	C49.5	top	0_0_0_8_5
295977003	Superficial circumflex iliac vein	C49.5	top	0_0_0_8_5
296078000	Entire inferior pelvic aperture	C76.3	top	0_0_0_15_3
296179005	Entire transplanted embryo	C58.9	top	0_0_0_10_7_0
296280003	Entire embryo at development stage	C58.9	top	0_0_0_10_7_0
297166009	Musculoskeletal structure of cervical spine	C76.0	top	0_0_0_15_0
297167000	Musculoskeletal structure of thoracic spine	C41.3	top	0_0_0_3_1_3
297168005	Musculoskeletal structure of lumbar spine	C76.7	top	0_0_0_15_6
297169002	Musculoskeletal structure of sacral spine	C76.3	top	0_0_0_15_3
297170001	Musculoskeletal structure of coccygeal spine	C76.3	top	0_0_0_15_3
297184006	Scrotal and testis structures	C63.9	top	0_0_0_11_3_5
297185007	Spermatic cord and/or male perineal structures	C63.9	top	0_0_0_11_3_5
297219004	Bone marrow of sternum	C42.1	top	0_0_0_4_1
297220005	Iliac crest bone marrow	C41.4	top	0_0_0_3_1_4
297221009	Rib bone marrow structure	C42.1	top	0_0_0_4_1
297287005	Vascular structure of spleen	C49.4	top	0_0_0_8_4
297764001	Entire embryonic ependymal layer	C71.5	top	0_0_0_13_2_5
297935002	Upper female genital structure	C57.9	top	0_0_0_10_6_7
297936001	Lower female genital structure	C57.9	top	0_0_0_10_6_7
298225002	Lamina propria mucosae	C76.7	top	0_0_0_15_6
298328002	Entire fetal atloid articulation	C41.9	top	0_0_0_3_1_6
298422002	Entire fetal upper extremities	C76.4	top	0_0_0_15_4
298523005	Entire fetal lower extremities	C76.5	top	0_0_0_15_5
298623000	Entire ossification centre	C41.9	top	0_0_0_3_1_6
298725001	Entire fetal spaces	C58.9	top	0_0_0_10_7_0
298825009	Entire fetal chondrification centre	C41.9	top	0_0_0_3_1_6
298925005	Entire fetal vertebral column	C41.2	top	0_0_0_3_1_2
299025000	Entire abortus	C58.9	top	0_0_0_10_7_0
299124003	Entire full term fetus, age 36-42 weeks	C58.9	top	0_0_0_10_7_0
299225006	Entire postmature fetus, age over 42 weeks	C58.9	top	0_0_0_10_7_0
299325009	Entire fetus under 500gms	C58.9	top	0_0_0_10_7_0
299424007	Entire premature fetus, age 33-35 weeks	C58.9	top	0_0_0_10_7_0
299525005	Entire obstetrical canal	C76.3	top	0_0_0_15_3
299626000	Entire mucosa of vas deferens	C63.1	top	0_0_0_11_3_1
299701004	Bone of forearm	C40.0	top	0_0_0_3_0_0
299705008	Entire muscularis of vas deferens	C63.1	top	0_0_0_11_3_1
299706009	Wrist and hand bone structures	C40.9	top	0_0_0_3_0_5
299708005	Entire proximal phalanx	C41.9	top	0_0_0_3_1_6
299710007	Entire middle phalanx	C41.9	top	0_0_0_3_1_6
299711006	Entire distal phalanx	C41.9	top	0_0_0_3_1_6
299715002	Femoral and popliteal artery structures	C49.2	top	0_0_0_8_2
299716001	Iliac and femoral artery structures	C49.9	top	0_0_0_8_8
299717005	Structure of carotid and/or cerebral and/or subclavian artery	C49.9	top	0_0_0_8_8
299803005	Entire adventitia of vas deferens	C63.1	top	0_0_0_11_3_1
299898005	Entire diverticula of ampulla of vas deferens	C63.1	top	0_0_0_11_3_1
299983007	Entire gubernaculum testis	C63.1	top	0_0_0_11_3_1
299993000	Mesenteric artery lymph node	C77.2	top	0_0_0_16_2
300054001	Peripheral nerve of limb	C47.9	top	0_0_0_6_8
300055000	Digital nerve	C47.9	top	0_0_0_6_8
300056004	Digital nerve of foot	C47.9	top	0_0_0_6_8
300062009	Entire sympathetic plexus of vas deferens	C47.5	top	0_0_0_6_5
300156002	Entire right spermatic cord	C63.1	top	0_0_0_11_3_1
300256009	Entire left spermatic cord	C63.1	top	0_0_0_11_3_1
300350000	Entire genitoinguinal ligament	C63.1	top	0_0_0_11_3_1
300443000	Entire male genital organ	C63.9	top	0_0_0_11_3_5
300538005	Entire lunula	C44.9	top	0_0_0_5_9
300630005	Entire cuticle of nail	C44.9	top	0_0_0_5_9
300732009	Entire nail root	C44.9	top	0_0_0_5_9
300831006	Entire keratogenous zone of nail	C44.9	top	0_0_0_5_9
300918002	Entire hyponychium	C44.9	top	0_0_0_5_9
300987004	Disseminated squamous cell carcinoma	8070/3	hist	0_0_1_2_14
301006004	Entire distal nail groove	C44.9	top	0_0_0_5_9
301036008	Disseminated adenocarcinoma	8010/9	hist	0_0_1_1_4
301102004	Entire free edge of nail	C44.9	top	0_0_0_5_9
301200003	Entire interdigital space	C76.7	top	0_0_0_15_6
301286006	Entire superficial lymphatic of lower extremity	C49.9	top	0_0_0_8_8
301374006	Entire deep lymphatic of lower extremity	C49.9	top	0_0_0_8_8
301465008	Entire obturator nerve anterior branch	C47.2	top	0_0_0_6_2
301567002	Entire obturator nerve cutaneous branch	C47.2	top	0_0_0_6_2
301669009	Entire obturator nerve posterior branch	C47.2	top	0_0_0_6_2
301767004	Entire obturator nerve muscular branches	C47.2	top	0_0_0_6_2
301839000	Entire femoral nerve lateral muscular branches	C47.2	top	0_0_0_6_2
301894008	Musculoskeletal structure of foot	C76.5	top	0_0_0_15_5
301895009	Tendon sheath of foot	C49.9	top	0_0_0_8_8
301931001	Entire femoral nerve anterior cutaneous branches	C47.2	top	0_0_0_6_2
302030000	Entire saphenous nerve infrapatellar branch	C47.2	top	0_0_0_6_2
302125001	Entire medial clunic nerves	C47.5	top	0_0_0_6_5
302143002	Entire anterior pole of lens	C69.4	top	0_0_0_13_0_4
302144008	Entire posterior pole of lens	C69.4	top	0_0_0_13_0_4
302151004	Eyeball segment structure	C69.9	top	0_0_0_13_0_8
302158005	Musculoskeletal structure of hand	C76.4	top	0_0_0_15_4
302159002	Entire ligament of hand	C40.1	top	0_0_0_3_0_1
302164003	Mesonephric duct derivative	C57.7	top	0_0_0_10_6_5
302175004	Entire spina mentalis	C41.1	top	0_0_0_3_1_1
302184004	Stomach and duodenal structures	C26.9	top	0_0_0_1_11_2
302185003	Esophageal and gastric structures	C26.9	top	0_0_0_1_11_2
302212002	Entire perineal branches of posterior femoral cutaneous nerve	C47.2	top	0_0_0_6_2
302214001	Entire tooth	C26.9	top	0_0_0_1_11_2
302307001	Entire plantar nerve superficial branch	C47.2	top	0_0_0_6_2
302374009	Entire right femoral artery	C49.2	top	0_0_0_8_2
302451009	Entire right popliteal artery	C49.2	top	0_0_0_8_2
302462009	Labyrinth structure	C30.1	top	0_0_0_2_0_1
302463004	Inner ear and/or eustachian canal structures	C72.9	top	0_0_0_13_3_7
302506006	Entire lumbar plexus	C47.6	top	0_0_0_6_6
302508007	Entire colon	C18.9	top	0_0_0_1_3_9
302509004	Entire heart	C38.0	top	0_0_0_2_6_0
302510009	Entire thoracic aorta	C49.3	top	0_0_0_8_3
302511008	Entire ureter	C66.9	top	0_0_0_12_2_0
302512001	Entire bladder	C67.9	top	0_0_0_12_3_9
302513006	Entire urethra	C68.0	top	0_0_0_12_4_0
302514000	Entire pronator teres	C49.1	top	0_0_0_8_1
302515004	Entire flexor digitorum pedis longus muscle tendon within foot	C49.2	top	0_0_0_8_2
302516003	Joint between bodies of C2 and C3	C41.2	top	0_0_0_3_1_2
302517007	Entire scapula	C40.0	top	0_0_0_3_0_0
302518002	Entire shaft of radius	C40.0	top	0_0_0_3_0_0
302519005	Entire distal end of radius	C40.0	top	0_0_0_3_0_0
302520004	Entire shaft of ulna	C40.0	top	0_0_0_3_0_0
302521000	Entire lower end of ulna	C40.0	top	0_0_0_3_0_0
302522007	Entire sternum	C41.3	top	0_0_0_3_1_3
302523002	Entire rib	C41.9	top	0_0_0_3_1_6
302524008	Entire distal femur	C40.2	top	0_0_0_3_0_2
302525009	Entire shaft of tibia	C40.2	top	0_0_0_3_0_2
302526005	Entire upper end of tibia	C40.2	top	0_0_0_3_0_2
302527001	Entire lower end of tibia	C40.2	top	0_0_0_3_0_2
302528006	Entire shaft of fibula	C40.2	top	0_0_0_3_0_2
302529003	Entire fibula	C40.2	top	0_0_0_3_0_2
302530008	Entire lower end of fibula	C40.2	top	0_0_0_3_0_2
302531007	Entire left femoral artery	C49.2	top	0_0_0_8_2
302532000	Entire metatarsal	C40.3	top	0_0_0_3_0_3
302534004	Interphalangeal joint of finger	C40.1	top	0_0_0_3_0_1
302535003	Entire metatarsophalangeal joint	C40.3	top	0_0_0_3_0_3
302536002	Entire joint	C41.9	top	0_0_0_3_1_6
302538001	Entire upper arm	C76.4	top	0_0_0_15_4
302539009	Entire hand	C76.4	top	0_0_0_15_4
302540006	Entire thumb	C76.4	top	0_0_0_15_4
302541005	Entire finger	C76.4	top	0_0_0_15_4
302543008	Entire hip region	C76.5	top	0_0_0_15_5
302544002	Entire thigh	C76.5	top	0_0_0_15_5
302545001	Entire foot	C76.5	top	0_0_0_15_5
302546000	Entire great toe	C76.5	top	0_0_0_15_5
302547009	Entire toe	C76.5	top	0_0_0_15_5
302548004	Entire head	C76.0	top	0_0_0_15_0
302549007	Entire face	C76.0	top	0_0_0_15_0
302550007	Entire neck	C76.0	top	0_0_0_15_0
302551006	Entire thorax	C76.1	top	0_0_0_15_1
302553009	Entire abdomen	C76.2	top	0_0_0_15_2
302584006	Entire soft tissue of lower limb	C76.5	top	0_0_0_15_5
302622002	Entire subcutaneous tissue of lower limb	C49.2	top	0_0_0_8_2
302629006	Entire peroneal vein	C49.2	top	0_0_0_8_2
302640003	Entire profunda femoris vein	C49.2	top	0_0_0_8_2
302648005	Entire femoral circumflex vein	C49.2	top	0_0_0_8_2
302655007	Medial circumflex femoral vein	C49.2	top	0_0_0_8_2
302668004	Lateral circumflex femoral vein	C49.2	top	0_0_0_8_2
302677006	Entire accessory saphenous vein	C49.2	top	0_0_0_8_2
302684003	Entire lateral femoral cutaneous vein	C49.2	top	0_0_0_8_2
302693002	Entire sural artery	C49.2	top	0_0_0_8_2
302696005	Ovary and broad ligament structures	C57.9	top	0_0_0_10_6_7
302704006	Entire fibular nutrient artery	C49.2	top	0_0_0_8_2
302711005	Entire posterior recurrent tibial artery	C49.2	top	0_0_0_8_2
302720001	Entire perforating artery of femur	C49.2	top	0_0_0_8_2
302723004	Perilymphatic layer of spiral membrane	C30.1	top	0_0_0_2_0_1
302724005	Supreme genicular artery	C49.2	top	0_0_0_8_2
302731009	Superior genicular artery	C49.2	top	0_0_0_8_2
302733007	Entire deep pes anserinus	C49.2	top	0_0_0_8_2
302743005	Entire common tendon sheath of peroneal muscle	C49.2	top	0_0_0_8_2
302749009	Entire fabella	C40.2	top	0_0_0_3_0_2
302753006	Entire capsule of proximal tibiofibular joint	C40.2	top	0_0_0_3_0_2
302774007	Anterior ligament of head of fibula	C49.2	top	0_0_0_8_2
302825003	Posterior ligament of head of fibula	C49.2	top	0_0_0_8_2
302840001	Giant cell sarcoma	8802/3	hist	0_0_1_16_5
302843004	Histiocytoma	8831/0	hist	0_0_1_17_34
302850000	Entire capsule of distal tibiofibular joint	C40.2	top	0_0_0_3_0_2
302863006	Cemento-ossifying fibroma	9270/0	hist	0_0_1_33_0
302903008	Entire muscular lacuna of iliac fascia	C49.5	top	0_0_0_8_5
302967006	Entire vascular lacuna of iliac fascia	C49.5	top	0_0_0_8_5
303049006	Entire major salivary gland	C08.9	top	0_0_0_0_8_3
303051005	Entire hemorrhoidal plexus	C49.5	top	0_0_0_8_5
303052003	Entire pudendal venous plexus	C49.5	top	0_0_0_8_5
303053008	Internal hemorrhoidal plexus	C49.5	top	0_0_0_8_5
303054002	External hemorrhoidal plexus	C49.5	top	0_0_0_8_5
303058004	Entire iliopectinate arch of iliac fascia	C49.5	top	0_0_0_8_5
303064006	Entire humeroulnar joint	C40.0	top	0_0_0_3_0_0
303065007	Intermetacarpal joint	C40.1	top	0_0_0_3_0_1
303066008	First intermetacarpal joint	C40.1	top	0_0_0_3_0_1
303067004	Second intermetacarpal joint	C40.1	top	0_0_0_3_0_1
303068009	Third intermetacarpal joint	C40.1	top	0_0_0_3_0_1
303099005	Regional spinal joint structure	C41.2	top	0_0_0_3_1_2
303101003	Entire interchondral joint	C41.3	top	0_0_0_3_1_3
303139006	Mesenteric artery lymph node group	C77.2	top	0_0_0_16_2
303144004	Entire lumbar nerve dorsal primary division	C47.6	top	0_0_0_6_6
303236009	Entire perineal nerve	C47.5	top	0_0_0_6_5
303263005	Entire pudendal plexus	C47.5	top	0_0_0_6_5
303269009	Entire inferior inguinal lymph node	C77.4	top	0_0_0_16_4
303270005	Liver and biliary structure	C26.9	top	0_0_0_1_11_2
303280009	Entire interphalangeal joint of hand	C40.1	top	0_0_0_3_0_1
303283006	Posterior wall of eye	C69.9	top	0_0_0_13_0_8
303297003	Subhyaloid region	C69.9	top	0_0_0_13_0_8
303299000	Retinal arteriole	C69.2	top	0_0_0_13_0_2
303332008	Entire left middle ear	C30.1	top	0_0_0_2_0_1
303333003	Entire right middle ear	C30.1	top	0_0_0_2_0_1
303335005	Entire nasal sinus wall	C31.9	top	0_0_0_2_1_5
303336006	Posterior margin of nasal septum and choanae	C30.0	top	0_0_0_2_0_0
303337002	Tonsils and adenoids	C14.8	top	0_0_0_0_14_2
303338007	Entire peritonsillar tissue	C49.0	top	0_0_0_8_0
303339004	Inferior surface of soft palate	C05.1	top	0_0_0_0_5_1
303340002	Face and neck structure	C76.0	top	0_0_0_15_0
303354005	Entire deep popliteal lymph node	C77.4	top	0_0_0_16_4
303402001	Renal vessels	C49.4	top	0_0_0_8_4
303403006	Articular tubercle of temporal bone	C41.9	top	0_0_0_3_1_6
303404000	Entire capsule of temporomandibular joint	C41.1	top	0_0_0_3_1_1
303405004	Temporomandibular joint synovium	C41.1	top	0_0_0_3_1_1
303408002	Entire transplanted ureter	C66.9	top	0_0_0_12_2_0
303409005	Bladder and outflow structure	C68.9	top	0_0_0_12_4_3
303410000	Vascular structure of liver	C49.4	top	0_0_0_8_4
303412008	Vascular structure of pancreas	C49.4	top	0_0_0_8_4
303413003	Vascular structure of adrenal gland	C49.4	top	0_0_0_8_4
303414009	Vascular structure of pituitary gland	C49.0	top	0_0_0_8_0
303416006	Bilateral labyrinth	C30.1	top	0_0_0_2_0_1
303417002	Larynx and tracheal structures	C39.0	top	0_0_0_2_7_0
303418007	Vascular structure of thyroid gland	C49.0	top	0_0_0_8_0
303419004	Entire inferior thyroid artery	C49.3	top	0_0_0_8_3
303420005	Entire thyroid vein	C49.0	top	0_0_0_8_0
303421009	Entire superior thyroid vein	C49.0	top	0_0_0_8_0
303422002	Entire middle thyroid vein	C49.0	top	0_0_0_8_0
303423007	Entire inferior thyroid vein	C49.0	top	0_0_0_8_0
303424001	Entire superior adrenal artery	C49.5	top	0_0_0_8_5
303425000	Entire middle adrenal artery	C49.5	top	0_0_0_8_5
303426004	Entire inferior adrenal artery	C49.4	top	0_0_0_8_4
